# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# Fri Nov 10 22:32:34 2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN pl_hostname:    Host Name,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN pl_letter:      Planet Letter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN pl_pnum:        Number of Planets in System,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN pl_orbper:      Orbital Period [days],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN pl_orbpererr1:  Orbital Period Upper Unc. [days],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN pl_orbpererr2:  Orbital Period Lower Unc. [days],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN pl_orbperlim:   Orbital Period Limit Flag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN pl_dens:        Planet Density [g/cm**3],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN pl_denserr1:    Planet Density Upper Unc. [g/cm**3],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN pl_denserr2:    Planet Density Lower Unc. [g/cm**3],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN pl_denslim:     Planet Density Limit Flag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN st_dist:        Distance [pc],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN st_disterr1:    Distance Upper Unc. [pc],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN st_disterr2:    Distance Lower Unc. [pc],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN st_distlim:     Distance Limit Flag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN gaia_gmag:      G-band (Gaia) [mag],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN gaia_gmagerr:   G-band (Gaia) Unc. [mag],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN gaia_gmaglim:   G-band (Gaia) Limit Flag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN st_teff:        Effective Temperature [K],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN st_tefferr1:    Effective Temperature Upper Unc. [K],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN st_tefferr2:    Effective Temperature Lower Unc. [K],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN st_tefflim:     Effective Temperature Limit Flag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN st_teffblend:   Effective Temperature Blend Flag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN st_mass:        Stellar Mass [Solar mass],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN st_masserr1:    Stellar Mass Upper Unc. [Solar mass],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN st_masserr2:    Stellar Mass Lower Unc. [Solar mass],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN st_masslim:     Stellar Mass Limit Flag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN st_massblend:   Stellar Mass Blend Flag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN rowupdate:      Date of Last Update,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN pl_name:        Planet Name,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN pl_masse:       Planet Mass [Earth mass],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN pl_masseerr1:   Planet Mass Upper Unc. [Earth mass],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN pl_masseerr2:   Planet Mass Lower Unc. [Earth mass],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN pl_masselim:    Planet Mass Limit Flag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN pl_rade:        Planet Radius [Earth radii],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN pl_radeerr1:    Planet Radius Upper Unc. [Earth radii],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN pl_radeerr2:    Planet Radius Lower Unc. [Earth radii],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN pl_radelim:     Planet Radius Limit Flag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN pl_locale:      Discovery Locale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN pl_mnum:        Number of Moons in System,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN st_actlx:       X-ray Activity log(L<sub>x</sub>),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN st_actlxerr:    X-ray Activity log(L<sub>x</sub>) Unc.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN st_actlxlim:    X-ray Activity log(L<sub>x</sub>) Limit Flag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN st_actlxblend:  X-ray Activity log(L<sub>x</sub>) Blend Flag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rowid,pl_hostname,pl_letter,pl_pnum,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_dens,pl_denserr1,pl_denserr2,pl_denslim,st_dist,st_disterr1,st_disterr2,st_distlim,gaia_gmag,gaia_gmagerr,gaia_gmaglim,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_teffblend,st_mass,st_masserr1,st_masserr2,st_masslim,st_massblend,rowupdate,pl_name,pl_masse,pl_masseerr1,pl_masseerr2,pl_masselim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_locale,pl_mnum,st_actlx,st_actlxerr,st_actlxlim,st_actlxblend
2804,Kepler-646,b,1,15.87364565,0.000043,-0.000043,0,,,,,513,77.49,-48.6,0,,,,5634,117.96,-139.42,0,0,0.93,0.06,-0.06,0,0,5/10/2016,Kepler-646 b,,,,,1.99,0.37,-0.19,0,Space,0,,,,
2805,Kepler-647,b,1,16.2254649,0.0001556,-0.0001556,0,,,,,789,93.38,-70.74,0,,,,6020,81.21,-72.51,0,0,1.03,0.06,-0.05,0,0,5/10/2016,Kepler-647 b,,,,,1.17,0.14,-0.11,0,Space,0,,,,
2806,Kepler-648,b,1,17.4211749,0.00002066,-0.00002066,0,,,,,665,24.26,-23.65,0,,,,5741,54.98,-51.62,0,0,1.05,0.03,-0.03,0,0,5/10/2016,Kepler-648 b,,,,,3.22,0.12,-0.24,0,Space,0,,,,
2807,Kepler-649,b,1,29.90722674,0.00005373,-0.00005373,0,,,,,525,32.74,-29.39,0,,,,5871,62.24,-54.67,0,0,0.97,0.04,-0.05,0,0,5/10/2016,Kepler-649 b,,,,,2.26,0.14,-0.12,0,Space,0,,,,
2808,Kepler-65,b,3,2.15491,0.000005,-0.000005,0,,,,,,,,,,,,6211,66,-66,0,0,1.25,0.06,-0.06,0,0,5/14/2014,Kepler-65 b,,,,,1.42,0.03,-0.03,0,Space,0,,,,
2809,Kepler-65,c,3,5.859944,0.000003,-0.000003,0,,,,,,,,,,,,6211,66,-66,0,0,1.25,0.06,-0.06,0,0,5/14/2014,Kepler-65 c,,,,,2.58,0.06,-0.06,0,Space,0,,,,
2810,Kepler-65,d,3,8.13123,0.00002,-0.00002,0,,,,,,,,,,,,6211,66,-66,0,0,1.25,0.06,-0.06,0,0,5/14/2014,Kepler-65 d,,,,,1.52,0.04,-0.04,0,Space,0,,,,
2811,Kepler-650,b,1,3.03214559,0.00000331,-0.00000331,0,,,,,805,138.42,-122.22,0,,,,5849,64.94,-77.61,0,0,1.08,0.08,-0.05,0,0,5/10/2016,Kepler-650 b,,,,,2.96,0.51,-0.45,0,Space,0,,,,
2812,Kepler-651,b,1,21.38521506,0.0000388,-0.0000388,0,,,,,537,24.7,-23.32,0,,,,5522,64.16,-54.3,0,0,0.92,0.03,-0.04,0,0,5/10/2016,Kepler-651 b,,,,,2.37,0.22,-0.14,0,Space,0,,,,
2813,Kepler-652,b,1,4.18200253,0.00000172,-0.00000172,0,,,,,423,10.04,-9.39,0,,,,5490,43.22,-40.88,0,0,0.97,0.02,-0.02,0,0,5/10/2016,Kepler-652 b,,,,,2.49,0.06,-0.05,0,Space,0,,,,
2814,Kepler-653,b,2,14.70748976,0.00003759,-0.00003759,0,,,,,593,86.31,-79.11,0,,,,5665,54.97,-60.88,0,0,1.02,0.05,-0.04,0,0,5/10/2016,Kepler-653 b,,,,,1.95,0.29,-0.26,0,Space,0,,,,
2815,Kepler-653,c,2,0.90037648,0.00000363,-0.00000363,0,,,,,593,86.31,-79.11,0,,,,5665,54.97,-60.88,0,0,1.02,0.05,-0.04,0,0,5/10/2016,Kepler-653 c,,,,,0.78,0.13,-0.12,0,Space,0,,,,
2816,Kepler-654,b,1,13.72465129,0.00005006,-0.00005006,0,,,,,661,103.47,-66.61,0,,,,5865,93.8,-89.45,0,0,1.04,0.05,-0.04,0,0,5/10/2016,Kepler-654 b,,,,,2.07,0.37,-0.26,0,Space,0,,,,
2817,Kepler-655,b,1,46.4063358,0.0001651,-0.0001651,0,,,,,783,114.73,-77.86,0,,,,6170,72.99,-62.57,0,0,1.15,0.06,-0.05,0,0,5/10/2016,Kepler-655 b,,,,,2.71,0.41,-0.27,0,Space,0,,,,
2818,Kepler-656,b,1,1.26025909,0.00000066,-0.00000066,0,,,,,867,60.08,-55.61,0,,,,5281,63.29,-58.78,0,0,0.86,0.04,-0.04,0,0,5/10/2016,Kepler-656 b,,,,,3.12,0.21,-0.34,0,Space,0,,,,
2819,Kepler-657,b,1,24.54350418,0.00006435,-0.00006435,0,,,,,1244,244.37,-117.67,0,,,,5808,88.65,-121.47,0,0,1.01,0.06,-0.06,0,0,5/10/2016,Kepler-657 b,,,,,3.52,0.69,-0.32,0,Space,0,,,,
2820,Kepler-658,b,1,1.28707676,0.00000119,-0.00000119,0,,,,,341,14.21,-16.9,0,,,,4103,39.35,-37.36,0,0,0.63,0.02,-0.03,0,0,5/10/2016,Kepler-658 b,,,,,1.63,0.06,-0.06,0,Space,0,,,,
2821,Kepler-659,b,1,17.671796,0.00005558,-0.00005558,0,,,,,688,28.16,-34.77,0,,,,4870,49.22,-56.1,0,0,0.79,0.03,-0.04,0,0,5/10/2016,Kepler-659 b,,,,,2.5,0.33,-0.23,0,Space,0,,,,
2822,Kepler-66,b,1,17.815815,0.000075,-0.000075,0,,,,,1107,90,-90,0,,,,5962,79,-79,0,0,1.04,0.04,-0.04,0,0,5/14/2014,Kepler-66 b,,,,,2.8,0.16,-0.16,0,Space,0,,,,
2823,Kepler-660,b,1,9.27358194,0.00001178,-0.00001178,0,,,,,564,23.98,-36.5,0,,,,4779,44.67,-49.24,0,0,0.75,0.04,-0.05,0,0,5/10/2016,Kepler-660 b,,,,,2.57,0.11,-0.17,0,Space,0,,,,
2824,Kepler-661,b,1,6.02930132,0.00000536,-0.00000536,0,,,,,558,25.54,-35.29,0,,,,4483,56.76,-57.11,0,0,0.7,0.03,-0.04,0,0,5/10/2016,Kepler-661 b,,,,,3.07,0.12,-0.21,0,Space,0,,,,
2825,Kepler-662,b,1,21.67697486,0.00006711,-0.00006711,0,,,,,641,26.99,-36.24,0,,,,4897,52.49,-59.98,0,0,0.79,0.04,-0.04,0,0,5/10/2016,Kepler-662 b,,,,,2.18,0.11,-0.12,0,Space,0,,,,
2826,Kepler-663,b,1,4.99678284,0.00001448,-0.00001448,0,,,,,1030,74.38,-63.5,0,,,,5264,90.56,-127.67,0,0,0.86,0.04,-0.04,0,0,5/10/2016,Kepler-663 b,,,,,2.6,0.2,-0.16,0,Space,0,,,,
2827,Kepler-664,b,1,2.52559332,0.00000367,-0.00000367,0,,,,,1386,363.27,-133.71,0,,,,5754,73.56,-86.08,0,0,1.01,0.06,-0.05,0,0,5/10/2016,Kepler-664 b,,,,,2.66,0.68,-0.25,0,Space,0,,,,
2828,Kepler-665,b,1,16.01310205,0.00004308,-0.00004308,0,,,,,651,32.14,-36.75,0,,,,4913,93.83,-86.97,0,0,0.79,0.04,-0.04,0,0,5/10/2016,Kepler-665 b,,,,,2.6,0.15,-0.15,0,Space,0,,,,
2829,Kepler-666,b,1,4.49876092,0.00001769,-0.00001769,0,,,,,1330,316.53,-168.02,0,,,,5887,164.92,-179.03,0,0,1.03,0.09,-0.08,0,0,5/10/2016,Kepler-666 b,,,,,2.4,0.58,-0.28,0,Space,0,,,,
2830,Kepler-667,b,1,41.43962808,0.00008183,-0.00008183,0,,,,,907,76.21,-51.7,0,,,,5327,53.04,-70.39,0,0,0.91,0.04,-0.04,0,0,5/10/2016,Kepler-667 b,,,,,4.73,0.39,-0.28,0,Space,0,,,,
2831,Kepler-668,b,1,8.35390639,0.00001695,-0.00001695,0,,,,,877,70,-59,0,,,,5352,60.59,-60.88,0,0,0.87,0.04,-0.05,0,0,5/10/2016,Kepler-668 b,,,,,2.7,0.23,-0.18,0,Space,0,,,,
2832,Kepler-669,b,1,4.12554687,0.0000031,-0.0000031,0,,,,,1778,463.31,-208.21,0,,,,6038,97.84,-109.18,0,0,1.15,0.1,-0.07,0,0,5/10/2016,Kepler-669 b,,,,,4.83,1.28,-0.55,0,Space,0,,,,
2833,Kepler-67,b,1,15.7259,0.00011,-0.00011,0,,,,,1107,90,-90,0,,,,5331,63,-63,0,0,0.86,0.03,-0.03,0,0,5/14/2014,Kepler-67 b,,,,,2.94,0.16,-0.16,0,Space,0,,,,
2834,Kepler-670,b,1,2.81650485,0.00000015,-0.00000015,0,,,,,980,218.34,-97.82,0,,,,5709,89.42,-134.39,0,0,0.99,0.05,-0.06,0,0,5/10/2016,Kepler-670 b,,,,,13.18,2.94,-1.21,0,Space,0,,,,
2835,Kepler-671,b,1,4.28095859,0.00000648,-0.00000648,0,,,,,1139,200.13,-87.05,0,,,,5624,74.83,-91.38,0,0,0.97,0.05,-0.04,0,0,5/10/2016,Kepler-671 b,,,,,2.69,0.49,-0.2,0,Space,0,,,,
2836,Kepler-672,b,1,38.3774623,0.0001555,-0.0001555,0,,,,,1011,127.59,-74.15,0,,,,5627,75.47,-79.72,0,0,0.95,0.04,-0.05,0,0,5/10/2016,Kepler-672 b,,,,,2.5,0.32,-0.18,0,Space,0,,,,
2837,Kepler-673,b,1,3.72873109,0.00000093,-0.00000093,0,,,,,978,79.56,-65.42,0,,,,5355,60.4,-71.68,0,0,0.88,0.04,-0.05,0,0,5/10/2016,Kepler-673 b,,,,,6.54,0.53,-0.48,0,Space,0,,,,
2838,Kepler-674,b,1,2.24338185,0.00000272,-0.00000272,0,,,,,302,18.81,-17.56,0,,,,4192,40.95,-42.83,0,0,0.6,0.04,-0.04,0,0,5/10/2016,Kepler-674 b,,,,,1.69,0.1,-0.07,0,Space,0,,,,
2839,Kepler-675,b,1,2.33743801,0.00000207,-0.00000207,0,,,,,651,31.74,-38.06,0,,,,4945,69.87,-70.99,0,0,0.79,0.04,-0.04,0,0,5/10/2016,Kepler-675 b,,,,,2.44,0.24,-0.16,0,Space,0,,,,
2840,Kepler-676,b,1,11.59822172,0.00001399,-0.00001399,0,,,,,243,14.91,-16.72,0,,,,3701,39.31,-40.14,0,0,0.51,0.02,-0.03,0,0,5/10/2016,Kepler-676 b,,,,,3.04,0.14,-0.34,0,Space,0,,,,
2841,Kepler-677,b,1,6.57531678,0.00000369,-0.00000369,0,,,,,1180,252.65,-99.12,0,,,,5723,68.82,-87.95,0,0,1,0.05,-0.05,0,0,5/10/2016,Kepler-677 b,,,,,5.38,1.17,-0.42,0,Space,0,,,,
2842,Kepler-678,b,1,7.27503724,0.00000427,-0.00000427,0,,,,,875,112.58,-61.05,0,,,,5520,72.95,-108.11,0,0,0.94,0.04,-0.05,0,0,5/10/2016,Kepler-678 b,,,,,5.14,0.66,-0.35,0,Space,0,,,,
2843,Kepler-679,b,1,12.39358604,0.00003829,-0.00003829,0,,,,,968,89.61,-75.62,0,,,,5403,97.13,-105.75,0,0,0.87,0.05,-0.05,0,0,5/10/2016,Kepler-679 b,,,,,3.01,0.32,-0.39,0,Space,0,,,,
2844,Kepler-68,b,3,5.39875,,,0,2.6,0.74,-0.74,0,135,10,-10,0,,,,5793,74,-74,0,0,1.08,0.05,-0.05,0,0,10/27/2016,Kepler-68 b,5.97,1.7,-1.7,0,2.33,0.02,-0.02,0,Space,0,,,,
2845,Kepler-68,c,3,9.60504,,,0,,,,,135,10,-10,0,,,,5793,74,-74,0,0,1.08,0.05,-0.05,0,0,10/27/2016,Kepler-68 c,7.2,,,1,1,0.02,-0.02,0,Space,0,,,,
2846,Kepler-68,d,3,625,16,-16,0,,,,,135,10,-10,0,,,,5793,74,-74,0,0,1.08,0.05,-0.05,0,0,10/27/2016,Kepler-68 d,267,16,-16,0,,,,,Space,0,,,,
2847,Kepler-680,b,1,3.68992629,0.00000943,-0.00000943,0,,,,,1342,446.09,-145.05,0,,,,5890,77.37,-99.2,0,0,1.08,0.1,-0.06,0,0,5/10/2016,Kepler-680 b,,,,,2.42,0.82,-0.25,0,Space,0,,,,
2848,Kepler-681,b,1,26.39435646,0.00006078,-0.00006078,0,,,,,666,33.17,-37.24,0,,,,5021,63.8,-62.09,0,0,0.8,0.04,-0.05,0,0,5/10/2016,Kepler-681 b,,,,,3.08,0.16,-0.16,0,Space,0,,,,
2849,Kepler-682,b,1,12.61190667,0.00000646,-0.00000646,0,,,,,951,101.45,-67.82,0,,,,5559,84.63,-82.16,0,0,0.92,0.04,-0.05,0,0,5/10/2016,Kepler-682 b,,,,,7.37,0.77,-0.5,0,Space,0,,,,
2850,Kepler-683,b,1,2.53918318,0.00000511,-0.00000511,0,,,,,976,166.5,-94.05,0,,,,5703,140.91,-149.37,0,0,0.96,0.06,-0.06,0,0,5/10/2016,Kepler-683 b,,,,,1.97,0.34,-0.17,0,Space,0,,,,
2851,Kepler-684,b,1,6.77030201,0.00000886,-0.00000886,0,,,,,1066,97.73,-92.81,0,,,,5493,123.67,-118.74,0,0,0.89,0.06,-0.06,0,0,5/10/2016,Kepler-684 b,,,,,3.36,0.3,-0.3,0,Space,0,,,,
2852,Kepler-685,b,1,1.6255222,0.00000015,-0.00000015,0,,,,,1145,327.07,-137.21,0,,,,5963,94.44,-126.15,0,0,1.11,0.11,-0.07,0,0,5/10/2016,Kepler-685 b,,,,,10.58,3.06,-1.19,0,Space,0,,,,
2853,Kepler-686,b,1,1.59474546,0.00000011,-0.00000011,0,,,,,1203,199.22,-107.4,0,,,,5649,155.14,-112.79,0,0,0.94,0.06,-0.06,0,0,5/10/2016,Kepler-686 b,,,,,12.15,1.97,-1.01,0,Space,0,,,,
2854,Kepler-687,b,1,20.50586978,0.00002828,-0.00002828,0,,,,,628,29.2,-34.61,0,,,,4841,93,-63.99,0,0,0.77,0.04,-0.04,0,0,5/10/2016,Kepler-687 b,,,,,3.52,0.16,-0.2,0,Space,0,,,,
2855,Kepler-688,b,1,3.89593684,0.0000008,-0.0000008,0,,,,,1247,225.58,-135.14,0,,,,5715,152.52,-199.21,0,0,0.98,0.07,-0.07,0,0,5/10/2016,Kepler-688 b,,,,,9.76,1.76,-0.97,0,Space,0,,,,
2856,Kepler-689,b,1,22.36656079,0.00009811,-0.00009811,0,,,,,1044,124.63,-86.65,0,,,,5518,122.7,-162.69,0,0,0.91,0.05,-0.06,0,0,5/10/2016,Kepler-689 b,,,,,2.89,0.35,-0.23,0,Space,0,,,,
2857,Kepler-69,b,2,13.722341,0.000035,-0.000036,0,,,,,,,,,,,,5638,168,-168,0,0,0.81,0.09,-0.08,0,0,5/14/2014,Kepler-69 b,,,,,2.24,0.44,-0.29,0,Space,0,,,,
2858,Kepler-69,c,2,242.4613,0.0059,-0.0064,0,,,,,,,,,,,,5638,168,-168,0,0,0.81,0.09,-0.08,0,0,5/14/2014,Kepler-69 c,,,,,1.71,0.34,-0.23,0,Space,0,,,,
2859,Kepler-690,b,1,7.74809437,0.00000763,-0.00000763,0,,,,,1653,508.7,-208.66,0,,,,5913,87.61,-115.89,0,0,1.11,0.1,-0.06,0,0,5/10/2016,Kepler-690 b,,,,,5.95,1.83,-0.75,0,Space,0,,,,
2860,Kepler-691,b,1,8.114379,0.00001125,-0.00001125,0,,,,,239,12.27,-12.57,0,,,,3715,37.37,-36.77,0,0,0.53,0.02,-0.02,0,0,5/10/2016,Kepler-691 b,,,,,2.09,0.09,-0.09,0,Space,0,,,,
2861,Kepler-692,b,1,21.81293494,0.0000714,-0.0000714,0,,,,,1000,114.51,-80.82,0,,,,5440,157.76,-162,0,0,0.9,0.05,-0.05,0,0,5/10/2016,Kepler-692 b,,,,,3.11,0.37,-0.23,0,Space,0,,,,
2862,Kepler-693,b,1,15.37563332,0.00001072,-0.00001072,0,,,,,1002,54.76,-65.87,0,,,,4881,78.78,-77.41,0,0,0.76,0.04,-0.05,0,0,5/10/2016,Kepler-693 b,,,,,10.18,0.5,-0.77,0,Space,0,,,,
2863,Kepler-694,b,1,6.36584161,0.0000081,-0.0000081,0,,,,,1023,149.86,-80.34,0,,,,5700,110.52,-116.69,0,0,0.97,0.05,-0.06,0,0,5/10/2016,Kepler-694 b,,,,,2.8,0.52,-0.22,0,Space,0,,,,
2864,Kepler-695,b,1,3.04033042,0.0000003,-0.0000003,0,,,,,620,54.31,-42.99,0,,,,5181,199.46,-197.86,0,0,0.84,0.05,-0.05,0,0,5/10/2016,Kepler-695 b,,,,,9.21,0.71,-0.56,0,Space,0,,,,
2865,Kepler-696,b,1,4.19042557,0.0000016,-0.0000016,0,,,,,1285,338.27,-156.75,0,,,,5903,106.82,-160.15,0,0,1.06,0.08,-0.07,0,0,5/10/2016,Kepler-696 b,,,,,6.14,1.63,-0.7,0,Space,0,,,,
2866,Kepler-697,b,1,3.70987065,0.00000305,-0.00000305,0,,,,,1091,146.18,-87.95,0,,,,5513,113.01,-134.25,0,0,0.92,0.05,-0.06,0,0,5/10/2016,Kepler-697 b,,,,,4.13,0.55,-0.31,0,Space,0,,,,
2867,Kepler-698,b,1,16.32976218,0.00003512,-0.00003512,0,,,,,1135,140.38,-91.57,0,,,,5612,128.36,-116.05,0,0,0.94,0.05,-0.06,0,0,5/10/2016,Kepler-698 b,,,,,3.68,0.45,-0.45,0,Space,0,,,,
2868,Kepler-699,b,1,27.80756293,0.00000529,-0.00000529,0,,,,,888,92.94,-83.75,0,,,,5330,112.77,-71.24,0,0,0.81,0.06,-0.07,0,0,5/10/2016,Kepler-699 b,,,,,14.11,1.39,-1.21,0,Space,0,,,,
2869,Kepler-7,b,1,4.8854892,0.0000009,-0.0000009,0,0.14,0.02,-0.02,0,,,,,,,,5933,44,-44,0,0,1.36,0.03,-0.03,0,0,10/15/2015,Kepler-7 b,140.16303,13.66669,-13.34886,0,18.181,0.146,-0.146,0,Space,0,,,,
2870,Kepler-700,b,1,80.8720639,0.0001727,-0.0001727,0,,,,,1061,161.82,-86.23,0,,,,5692,77.65,-115.63,0,0,0.98,0.04,-0.05,0,0,5/10/2016,Kepler-700 b,,,,,5.99,0.91,-0.5,0,Space,0,,,,
2871,Kepler-701,b,1,10.35533177,0.00002064,-0.00002064,0,,,,,755,60.84,-47.36,0,,,,5343,73.58,-88.55,0,0,0.88,0.04,-0.05,0,0,5/10/2016,Kepler-701 b,,,,,2.84,0.22,-0.45,0,Space,0,,,,
2872,Kepler-702,b,1,10.52629406,0.0000019,-0.0000019,0,,,,,892,87.19,-60.27,0,,,,5419,122.25,-143.8,0,0,0.9,0.05,-0.05,0,0,5/10/2016,Kepler-702 b,,,,,9.17,0.84,-0.58,0,Space,0,,,,
2873,Kepler-703,b,1,4.58352176,0.00000173,-0.00000173,0,,,,,1482,656.01,-269.87,0,,,,6185,197.61,-248.39,0,0,1.18,0.2,-0.12,0,0,5/10/2016,Kepler-703 b,,,,,8.2,3.71,-1.39,0,Space,0,,,,
2874,Kepler-704,b,1,3.76182115,0.00001161,-0.00001161,0,,,,,1054,239.57,-91.31,0,,,,5616,77.94,-102.76,0,0,0.97,0.04,-0.05,0,0,5/10/2016,Kepler-704 b,,,,,2.61,0.6,-0.43,0,Space,0,,,,
2875,Kepler-705,b,1,56.0560538,0.0002486,-0.0002486,0,,,,,251,10.74,-11.45,0,,,,3722,29.96,-32.88,0,0,0.53,0.02,-0.02,0,0,5/10/2016,Kepler-705 b,,,,,2.11,0.1,-0.08,0,Space,0,,,,
2876,Kepler-706,b,1,41.40831347,0.00000696,-0.00000696,0,,,,,810,74.95,-58.76,0,,,,5394,78.15,-107.67,0,0,0.87,0.04,-0.05,0,0,5/10/2016,Kepler-706 b,,,,,13.17,1.19,-0.88,0,Space,0,,,,
2877,Kepler-707,b,1,2.23749275,0.00000468,-0.00000468,0,,,,,626,37.89,-46.24,0,,,,5099,81.84,-69.76,0,0,0.8,0.04,-0.05,0,0,5/10/2016,Kepler-707 b,,,,,1.33,0.09,-0.1,0,Space,0,,,,
2878,Kepler-708,b,1,3.16789194,0.00000384,-0.00000384,0,,,,,1241,278.7,-119.36,0,,,,5692,138.46,-151.78,0,0,0.97,0.06,-0.06,0,0,5/10/2016,Kepler-708 b,,,,,2.93,0.64,-0.28,0,Space,0,,,,
2879,Kepler-709,b,1,16.08524954,0.00002644,-0.00002644,0,,,,,668,41.44,-45.96,0,,,,5071,83.59,-83.42,0,0,0.8,0.04,-0.05,0,0,5/10/2016,Kepler-709 b,,,,,2.92,0.18,-0.19,0,Space,0,,,,
2880,Kepler-710,b,1,4.34728553,0.00000834,-0.00000834,0,,,,,919,122.11,-78.32,0,,,,5611,156.89,-127.02,0,0,0.94,0.06,-0.06,0,0,5/10/2016,Kepler-710 b,,,,,1.88,0.24,-0.15,0,Space,0,,,,
2881,Kepler-711,b,1,23.58914398,0.00006647,-0.00006647,0,,,,,664,76.22,-56.76,0,,,,5222,236.98,-219.6,0,0,0.84,0.06,-0.06,0,0,5/10/2016,Kepler-711 b,,,,,3.41,0.34,-0.63,0,Space,0,,,,
